title,description,similarity_score
"Transportation Workers, All Other","Transportation Workers, All Other All transportation workers not listed separately.",0.0
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients.",0.0
Freight and Cargo Inspectors,"Freight and Cargo Inspectors Inspect the handling, storage, and stowing of freight and cargoes.",0.0
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",0.0
Food Batchmakers,Food Batchmakers Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,0.0
Food Cooking Machine Operators and Tenders,"Food Cooking Machine Operators and Tenders Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",0.0
"Buyers and Purchasing Agents, Farm Products","Buyers and Purchasing Agents, Farm Products Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers.",0.0
Crane and Tower Operators,"Crane and Tower Operators Operate mechanical boom and cable or tower and cable equipment to lift and move materials, machines, or products in many directions.",0.0
Excavating and Loading Machine and Dragline Operators,"Excavating and Loading Machine and Dragline Operators Operate or tend machinery equipped with scoops, shovels, or buckets, to excavate and load loose materials.",0.0
"Production Workers, All Other","Production Workers, All Other All production workers not listed separately.",0.0
"Food Processing Workers, All Other","Food Processing Workers, All Other All food processing workers not listed separately.",0.0
"Computer-Controlled Machine Tool Operators, Metal and Plastic","Computer-Controlled Machine Tool Operators, Metal and Plastic Operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic work pieces.",0.0
"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, and Investigators Review settled claims to determine that payments and settlements are made in accordance with company practices and procedures. Confer with legal counsel on claims requiring litigation. May also settle insurance claims.",0.0
"Model Makers, Wood","Model Makers, Wood Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.",0.0
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",0.0
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",0.0
Recycling and Reclamation Workers,Recycling and Reclamation Workers Prepare and sort materials or products for recycling. Identify and remove hazardous substances. Dismantle components of products such as appliances.,0.0
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",0.0
Industrial Truck and Tractor Operators,"Industrial Truck and Tractor Operators Operate industrial trucks or tractors equipped to move materials around a warehouse, storage yard, factory, construction site, or similar location.",0.0
Ship and Boat Captains,"Ship and Boat Captains Command vessels in oceans, bays, lakes, rivers, or coastal waters.",0.0
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",0.0
Upholsterers,"Upholsterers Make, repair, or replace upholstery for household furniture or transportation vehicles.",0.0
Laundry and Dry-Cleaning Workers,"Laundry and Dry-Cleaning Workers Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",0.0
"Insurance Appraisers, Auto Damage","Insurance Appraisers, Auto Damage Appraise automobile or other vehicle damage to determine repair costs for insurance claim settlement. Prepare insurance forms to indicate repair cost or cost estimates and recommendations. May seek agreement with automotive repair shop on repair costs.",0.0
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.",0.0
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.",0.0
Chemical Equipment Operators and Tenders,"Chemical Equipment Operators and Tenders Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.",0.0
Shoe and Leather Workers and Repairers,"Shoe and Leather Workers and Repairers Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles.",0.0
Shoe Machine Operators and Tenders,"Shoe Machine Operators and Tenders Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",0.0
Subway and Streetcar Operators,"Subway and Streetcar Operators Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares.",0.0
"Sewers, Hand","Sewers, Hand Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",0.0
Licensing Examiners and Inspectors,"Licensing Examiners and Inspectors Examine, evaluate, and investigate eligibility for, conformity with, or liability under licenses or permits.",0.0
"Plant and System Operators, All Other","Plant and System Operators, All Other All plant and system operators not listed separately.",0.0
Textile Bleaching and Dyeing Machine Operators and Tenders,"Textile Bleaching and Dyeing Machine Operators and Tenders Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers.",0.0
"Textile Cutting Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders Set up, operate, or tend machines that cut textiles.",0.0
Chemical Plant and System Operators,Chemical Plant and System Operators Control or operate entire chemical processes or system of machines.,0.0
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders Set up, operate, or tend machines that knit, loop, weave, or draw in textiles.",0.0
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators.",0.0
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass.",0.0
Equal Opportunity Representatives and Officers,"Equal Opportunity Representatives and Officers Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",0.0
"Rail Transportation Workers, All Other","Rail Transportation Workers, All Other All rail transportation workers not listed separately.",0.0
Power Plant Operators,"Power Plant Operators Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators.",0.0
Power Distributors and Dispatchers,"Power Distributors and Dispatchers Coordinate, regulate, or distribute electricity or steam.",0.0
Bridge and Lock Tenders,"Bridge and Lock Tenders Operate and tend bridges, canal locks, and lighthouses to permit marine passage on inland waterways, near shores, and at danger points in waterway passages. May supervise such operations. Includes drawbridge operators, lock operators, and slip bridge operators.",0.0
"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tenders Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.",0.0
"Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators Operate railroad track switches. Couple or uncouple rolling stock to make up or break up trains. Signal engineers by hand or flagging. May inspect couplings, air hoses, journal boxes, and hand brakes.",0.0
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat-treat metal or plastic objects.",0.0
"Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting and Slicing Machine Setters, Operators, and Tenders Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",0.0
Bakers,"Bakers Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",0.0
Cabinetmakers and Bench Carpenters,"Cabinetmakers and Bench Carpenters Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products.",0.0
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic Set up, operate, or tend plating or coating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Includes electrolytic processes.",0.0
"Textile, Apparel, and Furnishings Workers, All Other","Textile, Apparel, and Furnishings Workers, All Other All textile, apparel, and furnishings workers not listed separately.",0.0
Refuse and Recyclable Material Collectors,Refuse and Recyclable Material Collectors Collect and dump refuse or recyclable materials from containers into truck. May drive truck.,0.0
"Painters, Transportation Equipment","Painters, Transportation Equipment Operate or tend painting machines to paint surfaces of transportation equipment, such as automobiles, buses, trucks, trains, boats, and airplanes. Includes painters in auto body repair facilities.",0.0
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders Set up, operate, or tend machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials.",0.0
"Tool Grinders, Filers, and Sharpeners","Tool Grinders, Filers, and Sharpeners Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",0.0
Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,0.0
"Material Moving Workers, All Other","Material Moving Workers, All Other All material moving workers not listed separately.",0.0
"Metal Workers and Plastic Workers, All Other","Metal Workers and Plastic Workers, All Other All metal workers and plastic workers not listed separately.",0.0
Dental Laboratory Technicians,Dental Laboratory Technicians Construct and repair full or partial dentures or dental appliances.,0.0
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostlers Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location.",0.0
Precious Metal Workers,"Precious Metal Workers Cast, anneal, solder, hammer, or shape gold, silver, pewter or other metals to form jewelry or other metal items such as goblets or candlesticks.",0.0
Prepress Technicians and Workers,Prepress Technicians and Workers Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,0.0
Printing Press Operators,"Printing Press Operators Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",0.0
"Patternmakers, Wood","Patternmakers, Wood Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",0.0
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders, Except Sawing Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate CNC equipment.",0.0
Parking Lot Attendants,Parking Lot Attendants Park vehicles or issue tickets for customers in a parking lot or garage. May collect fee.,0.0
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders Set up, operate, or tend machines, such as glass forming machines, plodder machines, and tuber machines, to shape and form products, such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",0.0
Methane/Landfill Gas Collection System Operators,"Methane/Landfill Gas Collection System Operators Direct daily operations, maintenance, or repair of landfill gas projects, including maintenance of daily logs, determination of service priorities, and compliance with reporting requirements.",0.0
"Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",0.0
Radiologic Technologists,Radiologic Technologists Take x rays and CAT scans or administer nonradioactive materials into patient's blood stream for diagnostic purposes. Includes technologists who specialize in other scanning modalities.,0.0
"Assemblers and Fabricators, All Other","Assemblers and Fabricators, All Other All assemblers and fabricators not listed separately.",0.0
Gaming Dealers,"Gaming Dealers Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gaming equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands.",0.0
Travel Guides,"Travel Guides Plan, organize, and conduct long distance travel, tours, and expeditions for individuals and groups.",0.0
Baggage Porters and Bellhops,Baggage Porters and Bellhops Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,0.0
Interpreters and Translators,"Interpreters and Translators Interpret oral or sign language, or translate written text from one language into another.",0.0
Shampooers,Shampooers Shampoo and rinse customers' hair.,0.0
Manicurists and Pedicurists,Manicurists and Pedicurists Clean and shape customers' fingernails and toenails. May polish or decorate nails.,0.0
"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical and Performance Apply makeup to performers to reflect period, setting, and situation of their role.",0.0
"Media and Communication Workers, All Other","Media and Communication Workers, All Other All media and communication workers not listed separately.",0.0
Embalmers,Embalmers Prepare bodies for interment in conformity with legal requirements.,0.0
"Gaming Service Workers, All Other","Gaming Service Workers, All Other All gaming service workers not listed separately.",0.0
Nonfarm Animal Caretakers,"Nonfarm Animal Caretakers Feed, water, groom, bathe, exercise, or otherwise care for pets and other nonfarm animals, such as dogs, cats, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks.",0.0
Writers and Authors,"Writers and Authors Originate and prepare written material, such as scripts, stories, advertisements, and other material.",0.0
"Camera Operators, Television, Video, and Motion Picture","Camera Operators, Television, Video, and Motion Picture Operate television, video, or motion picture camera to record images or scenes for various purposes, such as TV broadcasts, advertising, video production, or motion pictures.",0.0
"Grounds Maintenance Workers, All Other","Grounds Maintenance Workers, All Other All grounds maintenance workers not listed separately.",0.0
Film and Video Editors,"Film and Video Editors Edit moving images on film, video, or other media. May edit or synchronize soundtracks with images.",0.0
"Media and Communication Equipment Workers, All Other","Media and Communication Equipment Workers, All Other All media and communication equipment workers not listed separately.",0.0
"Building Cleaning Workers, All Other","Building Cleaning Workers, All Other All building cleaning workers not listed separately.",0.0
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",0.0
Dishwashers,"Dishwashers Clean dishes, kitchen, food preparation equipment, or utensils.",0.0
Dining Room and Cafeteria Attendants and Bartender Helpers,"Dining Room and Cafeteria Attendants and Bartender Helpers Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",0.0
"Food Servers, Nonrestaurant","Food Servers, Nonrestaurant Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",0.0
Childcare Workers,"Childcare Workers Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play.",0.0
"Personal Care and Service Workers, All Other","Personal Care and Service Workers, All Other All personal care and service workers not listed separately.",0.0
"Title Examiners, Abstractors, and Searchers","Title Examiners, Abstractors, and Searchers Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",0.0
"Communications Equipment Operators, All Other","Communications Equipment Operators, All Other All communications equipment operators not listed separately.",0.0
File Clerks,"File Clerks File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested.",0.0
"Postsecondary Teachers, All Other","Postsecondary Teachers, All Other All postsecondary teachers not listed separately.",0.0
"Teachers and Instructors, All Other","Teachers and Instructors, All Other All teachers and instructors not listed separately.",0.0
Floral Designers,"Floral Designers Design, cut, and arrange live, dried, or artificial flowers and foliage.",0.0
Merchandise Displayers and Window Trimmers,"Merchandise Displayers and Window Trimmers Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.",0.0
"Designers, All Other","Designers, All Other All designers not listed separately.",0.0
"Financial Clerks, All Other","Financial Clerks, All Other All financial clerks not listed separately.",0.0
Statement Clerks,"Statement Clerks Prepare and distribute bank statements to customers, answer inquiries, and reconcile discrepancies in records and accounts.",0.0
Dancers,"Dancers Perform dances. May perform on stage, for on-air broadcasting, or for video recording.",0.0
Music Composers and Arrangers,Music Composers and Arrangers Write and transcribe musical scores.,0.0
Broadcast News Analysts,"Broadcast News Analysts Analyze, interpret, and broadcast news received from various sources.",0.0
Musicians and Singers,"Musicians and Singers Play one or more musical instruments or sing. May perform on stage, for on-air broadcasting, or for sound or video recording.",0.0
Singers,"Singers Sing songs on stage, radio, television, or motion pictures.",0.0
"Musicians, Instrumental","Musicians, Instrumental Play one or more musical instruments in recital, in accompaniment, or as members of an orchestra, band, or other musical group.",0.0
Radio and Television Announcers,"Radio and Television Announcers Speak or read from scripted materials, such as news reports or commercial messages, on radio or television. May announce artist or title of performance, identify station, or interview guests.",0.0
Energy Brokers,Energy Brokers Buy or sell energy products on the behalf of residential or commercial customers or utilities. Negotiate and oversee contracts for energy sales.,0.0
Travel Agents,"Travel Agents Plan and sell transportation and accommodations for travel agency customers. Determine destination, modes of transportation, travel dates, costs, and accommodations required. May also describe, plan, and arrange itineraries and sell tour packages. May assist in resolving clients' travel problems.",0.0
Securities and Commodities Traders,"Securities and Commodities Traders Buy and sell securities and commodities to transfer debt, capital, or risk. Establish and negotiate unit prices and terms of sale.",0.0
Retail Salespersons,"Retail Salespersons Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers.",0.0
Parts Salespersons,Parts Salespersons Sell spare and replacement parts and equipment in repair shop or parts store.,0.0
Waiters and Waitresses,Waiters and Waitresses Take orders and serve food and beverages to patrons at tables in dining establishment.,0.0
Baristas,Baristas Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,0.0
"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop Serve food to diners at counter or from a steam table.",0.0
Dental Assistants,"Dental Assistants Assist dentist, set up equipment, prepare patient for treatment, and keep records.",0.0
Fire Inspectors and Investigators,"Fire Inspectors and Investigators Inspect buildings to detect fire hazards and enforce local ordinances and State laws, or investigate and gather facts to determine cause of fires and explosions.",0.0
Forest Firefighters,Forest Firefighters Control and suppress fires in forests or vacant public land.,0.0
"First-Line Supervisors of Protective Service Workers, All Other","First-Line Supervisors of Protective Service Workers, All Other All protective service supervisors not listed separately above.",0.0
Forest Fire Fighting and Prevention Supervisors,Forest Fire Fighting and Prevention Supervisors Supervise fire fighters who control and suppress fires in forests or vacant public land.,0.0
"Physicians and Surgeons, All Other","Physicians and Surgeons, All Other All physicians and surgeons not listed separately.",0.0
Allergists and Immunologists,"Allergists and Immunologists Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",0.0
Dermatologists,"Dermatologists Diagnose, treat, and help prevent diseases or other conditions of the skin.",0.0
Neurologists,"Neurologists Diagnose, treat, and help prevent diseases and disorders of the nervous system.",0.0
Medical Equipment Preparers,"Medical Equipment Preparers Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",0.0
Urologists,"Urologists Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",0.0
"Combined Food Preparation and Serving Workers, Including Fast Food","Combined Food Preparation and Serving Workers, Including Fast Food Perform duties which combine preparing and serving food and nonalcoholic beverages.",0.0
Podiatrists,Podiatrists Diagnose and treat diseases and deformities of the human foot.,0.0
Respiratory Therapists,"Respiratory Therapists Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",0.0
"Therapists, All Other","Therapists, All Other All therapists not listed separately.",0.0
"Health Diagnosing and Treating Practitioners, All Other","Health Diagnosing and Treating Practitioners, All Other All health diagnosing and treating practitioners not listed separately.",0.0
Surgical Assistants,"Surgical Assistants Assist surgeons during surgery by performing duties such as tissue retraction, insertion of tubes and intravenous lines, or closure of surgical wounds. Perform preoperative and postoperative duties to facilitate patient care.",0.0
"Health Technologists and Technicians, All Other","Health Technologists and Technicians, All Other All health technologists and technicians not listed separately.",0.0
Cytogenetic Technologists,"Cytogenetic Technologists Analyze chromosomes found in biological specimens such as amniotic fluids, bone marrow, and blood to aid in the study, diagnosis, or treatment of genetic diseases.",0.0
Cytotechnologists,"Cytotechnologists Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",0.0
Surgical Technologists,"Surgical Technologists Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeon's assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",0.0
Fire Inspectors,Fire Inspectors Inspect buildings and equipment to detect fire hazards and enforce state and local regulations.,0.0
Fire Investigators,Fire Investigators Conduct investigations to determine causes of fires and explosions.,0.0
Forest Fire Inspectors and Prevention Specialists,"Forest Fire Inspectors and Prevention Specialists Enforce fire regulations, inspect forest for fire hazards and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",0.0
Bailiffs,Bailiffs Maintain order in courts of law.,0.0
Bartenders,"Bartenders Mix and serve drinks to patrons, directly or through waitstaff.",0.0
Food Preparation Workers,"Food Preparation Workers Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",0.0
"Cooks, All Other","Cooks, All Other All cooks not listed separately.",0.0
"Cooks, Short Order","Cooks, Short Order Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.",0.0
"Cooks, Restaurant","Cooks, Restaurant Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",0.0
"Cooks, Private Household","Cooks, Private Household Prepare meals in private homes. Includes personal chefs.",0.0
Chefs and Head Cooks,"Chefs and Head Cooks Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",0.0
"Protective Service Workers, All Other","Protective Service Workers, All Other All protective service workers not listed separately.",0.0
Crossing Guards,"Crossing Guards Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",0.0
Security Guards,"Security Guards Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",0.0
Sheriffs and Deputy Sheriffs,"Sheriffs and Deputy Sheriffs Enforce law and order in rural or unincorporated districts or serve legal processes of courts. May patrol courthouse, guard court or grand jury, or escort defendants.",0.0
Police Patrol Officers,"Police Patrol Officers Patrol assigned area to enforce laws and ordinances, regulate traffic, control crowds, prevent crime, and arrest violators.",0.0
"Dentists, All Other Specialists","Dentists, All Other Specialists All dentists not listed separately.",0.0
Anesthesiologists,"Anesthesiologists Physicians who administer anesthetics prior to, during, or after surgery or other medical procedures.",0.0
Family and General Practitioners,"Family and General Practitioners Physicians who diagnose, treat, and help prevent diseases and injuries that commonly occur in the general population. May refer patients to specialists when needed for further diagnosis or treatment.",0.0
"Pediatricians, General","Pediatricians, General Physicians who diagnose, treat, and help prevent children's diseases and injuries.",0.0
Psychiatrists,"Psychiatrists Physicians who diagnose, treat, and help prevent disorders of the mind.",0.0
Police Detectives,Police Detectives Conduct investigations to prevent crimes or solve criminal cases.,0.0
Correctional Officers and Jailers,"Correctional Officers and Jailers Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",0.0
"Social Sciences Teachers, Postsecondary, All Other","Social Sciences Teachers, Postsecondary, All Other All postsecondary social sciences teachers not listed separately.",0.0
"Judges, Magistrate Judges, and Magistrates","Judges, Magistrate Judges, and Magistrates Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies.",0.0
Auditors,Auditors Examine and analyze accounting records to determine financial status of establishment and prepare financial reports concerning operating procedures.,0.0
"Engineers, All Other","Engineers, All Other All engineers not listed separately.",0.0
Bicycle Repairers,Bicycle Repairers Repair and service bicycles.,0.0
Motorcycle Mechanics,"Motorcycle Mechanics Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",0.0
Rail Car Repairers,"Rail Car Repairers Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",0.0
Bus and Truck Mechanics and Diesel Engine Specialists,"Bus and Truck Mechanics and Diesel Engine Specialists Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",0.0
Automotive Specialty Technicians,"Automotive Specialty Technicians Repair only one system or component on a vehicle, such as brakes, suspension, or radiator.",0.0
Automotive Service Technicians and Mechanics,"Automotive Service Technicians and Mechanics Diagnose, adjust, repair, or overhaul automotive vehicles.",0.0
Automotive Glass Installers and Repairers,Automotive Glass Installers and Repairers Replace or repair broken windshields and window glass in motor vehicles.,0.0
"Electronic Equipment Installers and Repairers, Motor Vehicles","Electronic Equipment Installers and Repairers, Motor Vehicles Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",0.0
Marine Architects,"Marine Architects Design and oversee construction and repair of marine craft and floating structures such as ships, barges, tugs, dredges, submarines, torpedoes, floats, and buoys. May confer with marine engineers.",0.0
Validation Engineers,"Validation Engineers Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements.",0.0
Tire Repairers and Changers,Tire Repairers and Changers Repair and replace tires.,0.0
"Extraction Workers, All Other","Extraction Workers, All Other All extraction workers not listed separately.",0.0
"Mining Machine Operators, All Other","Mining Machine Operators, All Other All mining machine operators not listed separately.",0.0
"Explosives Workers, Ordnance Handling Experts, and Blasters","Explosives Workers, Ordnance Handling Experts, and Blasters Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures. Includes seismograph shooters.",0.0
Architectural Drafters,Architectural Drafters Prepare detailed drawings of architectural designs and plans for buildings and structures according to specifications provided by architect.,0.0
"Rotary Drill Operators, Oil and Gas","Rotary Drill Operators, Oil and Gas Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",0.0
"Derrick Operators, Oil and Gas","Derrick Operators, Oil and Gas Rig derrick equipment and operate pumps to circulate mud through drill hole.",0.0
